Local GovernmentTaxVendor #FY Total,,,,,,,,,,
"",,,JAN - JUN,281.09,338.90,330.09,303.03,462.47,387.86,"3,970.71"
AROMA PARK,MT,390000300,JUL - DEC,"5,168.33","6,476.25","8,341.87","6,735.29","7,439.30","6,421.96",
"",,,JAN - JUN,"10,142.87","6,122.73","7,067.96","6,709.52","4,547.60","7,949.32","83,123.00"
ARROWSMITH,MT,390000310,JUL - DEC,98.05,228.12,484.07,153.31,227.83,597.63,
"",,,JAN - JUN,127.77,228.65,269.40,32.13,407.28,246.28,"3,100.52"
ARTHUR,MT,390000320,JUL - DEC,"57,919.80","31,943.97","35,775.62","30,613.17","29,383.41","35,652.92",
"",,,JAN - JUN,"33,760.63","31,302.21","29,612.84","26,646.73","24,427.86","33,338.27","400,377.43"
ASHKUM,MT,390000330,JUL - DEC,"6,455.06","7,739.01","7,471.01","4,244.51","7,860.56","11,307.56",
"",,,JAN - JUN,"10,539.01","7,408.87","7,418.25","8,260.46","5,900.82","8,086.61","92,691.73"
ASHLAND,MT,390000340,JUL - DEC,"4,643.70","6,576.56","6,087.88","5,037.87","5,492.99","5,411.62",
"",,,JAN - JUN,"5,340.85","5,013.50","4,893.44","4,361.73","3,791.36","4,966.59","61,618.09"
ASHLEY,MT,390000350,JUL - DEC,"2,488.60","2,764.61","3,390.93","2,644.51","3,052.19","3,336.34",
"",,,JAN - JUN,"2,447.16","2,532.26","2,928.81","2,348.66","2,330.33","3,054.16","33,318.56"
ASHMORE,MT,390000360,JUL - DEC,"3,860.14","3,572.72","3,842.13","3,409.07","3,774.84","4,332.94",
"",,,JAN - JUN,"3,463.01","3,527.07","3,846.65","2,820.94","3,743.54","3,383.86","43,576.91"
Local GovernmentTaxVendor #FY Total,,,,,,,,,,
ASHTON,MT,390000370,JUL - DEC,"3,280.56","3,686.54","3,400.29","3,508.47","2,814.64","3,093.81",
"",,,JAN - JUN,"2,953.10","3,258.51","2,965.21","2,895.14","2,760.89","2,882.31","37,499.47"
ASSUMPTION,MT,390000380,JUL - DEC,"14,507.08","17,366.92","16,137.59","16,237.70","17,435.88","16,764.73",
"",,,JAN - JUN,"12,230.75","9,809.02","15,319.13","14,524.07","12,552.06","14,279.04","177,163.97"
ASTORIA,MT,390000390,JUL - DEC,"6,563.77","5,657.79","6,537.34","8,054.15","9,691.66","5,952.10",
"",,,JAN - JUN,"5,147.49","4,964.77","5,283.77","4,588.73","3,849.96","6,055.75","72,347.28"
ATHENS,MT,390000400,JUL - DEC,"6,846.29","7,102.31","6,956.51","6,887.39","7,216.65","7,424.58",
"",,,JAN - JUN,"6,996.06","7,207.86","7,053.13","6,091.25","5,854.87","8,184.77","83,821.67"
ATKINSON,MT,390000410,JUL - DEC,"10,384.62","12,576.86","12,827.95","9,158.09","12,726.16","9,780.75",
"",,,JAN - JUN,"6,519.04","6,622.92","10,274.79","5,997.43","7,836.17","10,228.95","114,933.73"
ATLANTA,MT,390000420,JUL - DEC,"5,061.76","5,108.45","5,875.49","6,024.80","6,603.43","6,395.73",
"",,,JAN - JUN,"5,310.45","4,613.68","4,102.31","4,296.64","2,432.29","6,640.11","62,465.14"
ATWOOD,MT,390000430,JUL - DEC,"6,120.19","4,924.73","4,603.95","4,264.62","8,368.96","6,369.90",
"",,,JAN - JUN,"8,458.04","6,670.32","4,626.55","2,280.56","5,207.11","3,227.79","65,122.72"
AUBURN,MT,390000440,JUL - DEC,"20,415.16","19,339.62","19,757.02","19,424.51","19,712.91","22,905.09",
"",,,JAN - JUN,"18,586.21","17,392.06","21,111.07","20,244.93","18,017.11","19,144.73","236,050.42"
AUGUSTA,MT,390000450,JUL - DEC,"3,006.38","2,694.64","3,044.39","3,072.65","3,036.40","3,345.88",
"",,,JAN - JUN,"2,886.56","3,066.35","3,814.03","3,239.37","3,226.53","2,890.44","37,323.62"
AURORA,HMR,390000460,JUL - DEC,"1,460,796.89","1,604,086.55","1,676,354.07","1,529,162.30","1,529,250.37","1,514,781.01",
"",,,JAN - JUN,"1,448,621.04","1,691,144.01","2,025,052.78","1,180,895.10","1,254,538.23","1,484,442.04","18,399,124.39"
AURORA,MT,390000460,JUL - DEC,"1,572,578.41","1,688,344.37","1,788,267.59","1,670,162.55","1,640,307.82","1,659,088.99",
"",,,JAN - JUN,"1,607,107.02","1,697,103.00","2,026,364.26","1,289,929.62","1,394,998.63","1,657,980.87","19,692,233.13"
AURORA,MTART,390000460,JUL - DEC,"4,205.79","4,638.48","3,845.54","4,512.93","7,352.88","4,769.44",
"",,,JAN - JUN,"4,569.14","3,696.90","4,843.76","4,767.53","4,820.20","4,333.03","56,355.62"
AVA,MT,390000470,JUL - DEC,"4,764.67","5,635.64","4,539.50","7,534.69","5,227.20","5,665.97",
"",,,JAN - JUN,"5,477.17","6,808.85","5,441.33","5,365.28","4,720.98","5,713.50","66,894.78"
AVISTON,MT,390000480,JUL - DEC,"7,725.04","10,024.92","9,703.81","9,119.98","10,063.70","9,609.93",
"",,,JAN - JUN,"8,809.98","9,270.31","8,453.55","7,540.70","7,677.46","7,755.26","105,754.64"
AVON,MT,390000490,JUL - DEC,"3,950.66","3,636.00","2,979.54","2,720.52","2,676.55","3,116.63",
"",,,JAN - JUN,"3,099.06","2,866.46","4,704.28","2,283.76","2,405.70","3,528.46","37,967.62"
BALDWIN,MT,390000500,JUL - DEC,"2,906.44","3,560.98","3,564.18","3,478.45","3,184.56","2,449.61",
"",,,JAN - JUN,"2,573.30","2,509.48","2,565.10","2,291.40","2,522.53","2,655.98","34,262.01"
BANNER,MT,390000502,JUL - DEC,279.02,1.74,0.00,0.00,0.00,51.10,
"",,,JAN - JUN,240.60,137.19,0.00,536.29,417.44,488.98,"2,152.36"
BANNOCKBURN,MT,390000504,JUL - DEC,"102,232.33","162,832.67","101,326.06","109,231.07","148,288.81","156,751.49",
"",,,JAN - JUN,"142,200.48","149,574.94","175,762.07","103,294.26","116,103.21","104,674.47","1,572,271.86"
BARCLAY,MT,290000167,JUL - DEC,0.00,0.00,0.00,0.00,0.00,0.00,
"",,,JAN - JUN,6.18,0.00,16.07,0.00,0.00,1.10,23.35
BARDOLPH,MT,390000506,JUL - DEC,147.26,113.02,14.37,24.27,167.80,22.51,
"",,,JAN - JUN,20.07,128.49,1.96,3.10,5.11,15.41,663.37
BARRINGTON,MT,390000510,JUL - DEC,"376,223.38","373,773.98","428,324.35","371,879.15","352,302.68","400,018.87",
"",,,JAN - JUN,"366,207.53","343,256.86","382,197.85","281,797.20","304,960.79","354,334.43","4,335,277.07"
BARRINGTON,MTART,390000510,JUL - DEC,"1,387.74","1,495.54","1,343.15","1,251.71","1,772.67","1,490.80",
"",,,JAN - JUN,"1,701.33","1,173.92","1,299.87","1,987.71","1,497.55","1,557.96","17,959.95"
BARRINGTON HILLS,MT,390000512,JUL - DEC,"4,864.97","5,117.27","5,225.73","4,168.08","5,056.54","4,781.25",
"",,,JAN - JUN,"4,150.20","3,628.53","5,554.30","2,883.37","5,469.29","5,069.82","55,969.35"
BARRY,MT,390000520,JUL - DEC,"7,872.60","13,466.74","13,404.51","10,924.26","11,325.32","9,131.61",
"",,,JAN - JUN,"11,786.67","10,468.69","11,283.68","10,445.70","10,392.56","11,563.59","132,065.93"
BARTELSO,MT,390000530,JUL - DEC,"2,572.37","2,600.86","2,691.36","2,499.45","2,442.39","2,365.69",
"",,,JAN - JUN,"2,988.82","2,342.97","3,082.61","2,982.27","2,123.40","2,495.70","31,187.89"
BARTLETT,MT,390000540,JUL - DEC,"175,804.04","199,969.50","193,583.68","185,979.62","185,041.73","187,258.46",
"",,,JAN - JUN,"221,582.92","178,394.95","187,959.81","168,797.62","145,903.18","162,228.44","2,192,503.95"
BARTONVILLE,MT,390000550,JUL - DEC,"67,707.63","76,566.21","75,734.75","68,104.54","71,711.88","67,768.36",
"",,,JAN - JUN,"70,427.57","70,867.75","92,425.25","61,562.27","92,101.76","72,067.40","887,045.37"
BARTONVILLE,MTART,390000550,JUL - DEC,"1,096.17","1,416.97","1,305.77","1,375.64","1,585.23","1,312.66",
"",,,JAN - JUN,"1,305.77","1,251.65",0.00,"1,157.20","2,157.92","1,206.20","15,171.18"
BASCO,MT,390000554,JUL - DEC,228.27,218.15,"1,057.14",486.88,599.92,784.99,
"",,,JAN - JUN,497.03,292.29,241.15,125.82,317.91,405.08,"5,254.63"
BATAVIA,MT,390000560,JUL - DEC,"444,493.92","473,533.86","482,714.08","477,770.36","462,721.89","424,756.12",
"",,,JAN - JUN,"471,525.49","453,730.68","533,585.52","395,295.90","367,738.91","435,421.77","5,423,288.50"
Local GovernmentTaxVendor #FY Total,,,,,,,,,,
BATAVIA,MTART,390000560,JUL - DEC,0.00,0.00,0.00,0.00,0.00,0.00,
"",,,JAN - JUN,0.00,0.00,0.00,0.00,13.16,0.00,13.16
BATAVIA,NHMR,390000560,JUL - DEC,"166,511.94","179,311.40","185,993.03","174,137.11","175,366.60","156,594.84",
"",,,JAN - JUN,"162,918.71","180,628.01","206,705.84","145,414.65","133,972.94","161,903.14","2,029,458.21"
BATCHTOWN,MT,390000564,JUL - DEC,"1,638.40",527.23,917.87,798.84,825.76,"1,173.27",
"",,,JAN - JUN,833.96,843.61,858.12,832.46,"1,037.03",605.94,"10,892.49"
BATH,MT,390000570,JUL - DEC,239.54,432.20,"1,435.23",350.65,764.43,333.29,
"",,,JAN - JUN,351.50,499.62,455.87,509.48,430.09,384.40,"6,186.30"
BAY VIEW GARDENS,MT,390000585,JUL - DEC,60.04,93.08,90.38,115.71,202.76,307.28,
"",,,JAN - JUN,404.25,684.50,512.37,265.83,295.56,293.82,"3,325.58"
BAYLIS,MT,390000580,JUL - DEC,197.50,392.35,76.17,44.29,45.28,152.24,
"",,,JAN - JUN,74.74,53.30,49.32,18.32,284.50,124.08,"1,512.09"
BEACH PARK,MT,390000584,JUL - DEC,"40,661.84","43,742.18","47,988.84","42,861.20","42,559.24","46,393.46",
"",,,JAN - JUN,"46,799.61","38,814.67","31,629.30","34,005.07","34,388.77","37,803.97","487,648.15"
BEARDSTOWN,MT,390000590,JUL - DEC,"64,471.42","67,254.12","70,162.38","68,461.88","64,647.75","72,281.00",
"",,,JAN - JUN,"64,894.03","67,714.01","75,970.90","65,324.84","56,259.24","66,305.29","803,746.86"
BEAVERVILLE,MT,390000598,JUL - DEC,511.26,679.36,647.17,534.66,601.21,"1,200.17",
"",,,JAN - JUN,"1,071.59",803.52,"1,458.06","1,382.46","1,565.88","1,131.33","11,586.67"
BECKEMEYER,MT,390000600,JUL - DEC,"4,740.98","5,255.31","4,151.99","2,452.44","6,701.63","4,120.10",
"",,,JAN - JUN,"3,457.49","3,094.53","3,976.96","3,336.86","3,158.56","3,525.63","47,972.48"
BEDFORD PARK,HMR,390000610,JUL - DEC,"184,462.60","195,773.49","196,241.46","192,340.13","228,214.61","191,396.48",
"",,,JAN - JUN,"195,126.53","223,041.04","229,707.56","167,185.73","209,923.92","197,947.35","2,411,360.90"
BEDFORD PARK,MT,390000610,JUL - DEC,"286,655.18","303,785.02","304,991.17","297,827.55","361,159.89","290,946.20",
"",,,JAN - JUN,"296,797.06","333,392.21","346,650.86","259,361.86","317,370.90","282,879.81","3,681,817.71"
BEECHER,MT,390000620,JUL - DEC,"41,595.61","44,540.47","51,566.08","50,212.61","46,667.09","48,281.74",
"",,,JAN - JUN,"44,907.13","42,217.51","30,868.44","38,115.67","37,458.47","34,187.59","510,618.41"
BEECHER,NHMR,390000620,JUL - DEC,0.00,0.00,0.00,0.00,0.00,0.00,
"",,,JAN - JUN,0.00,0.00,0.00,"8,693.66","9,782.32","9,988.91","28,464.89"
BEECHER CITY,MT,390000630,JUL - DEC,"1,382.59","1,579.30","1,354.47","1,136.96","2,228.92","1,690.33",
"",,,JAN - JUN,"1,062.92",882.87,"1,316.77",985.34,"1,186.70","1,220.00","16,027.17"
BELGIUM,MT,390000640,JUL - DEC,177.83,119.18,172.71,848.01,163.92,74.55,
"",,,JAN - JUN,75.94,21.97,289.22,244.16,195.20,175.87,"2,558.56"
BELKNAP,MT,390000648,JUL - DEC,392.50,289.68,"1,262.96",297.19,686.00,649.92,
"",,,JAN - JUN,243.50,440.80,476.26,137.16,187.33,414.90,"5,478.20"
BELLE PRAIRIE CITY,MT,390000655,JUL - DEC,0.00,0.00,0.00,0.00,0.00,2.77,
"",,,JAN - JUN,4.54,0.00,0.00,1.10,0.00,0.00,8.41
BELLE RIVE,MT,390000660,JUL - DEC,"1,071.98",989.49,753.53,684.94,569.44,728.02,
"",,,JAN - JUN,650.13,621.21,"1,068.48",798.73,570.83,926.22,"9,433.00"
BELLEVILLE,HMR,390000670,JUL - DEC,"167,260.97","186,801.58","184,277.04","168,584.38","170,817.95","170,385.52",
"",,,JAN - JUN,"171,857.85","185,334.52","215,732.96","170,515.73","170,661.43","182,954.03","2,145,183.96"
BELLEVILLE,MT,390000670,JUL - DEC,"535,852.12","561,564.17","598,217.05","529,288.04","543,804.16","566,401.30",
"",,,JAN - JUN,"532,249.11","547,844.63","633,452.28","546,042.71","533,922.70","583,984.04","6,712,622.31"
BELLEVILLE,MTART,390000670,JUL - DEC,486.27,617.34,439.10,500.87,462.28,411.23,
"",,,JAN - JUN,551.31,502.83,574.39,658.30,578.72,644.49,"6,427.13"
BELLEVUE,MT,390000680,JUL - DEC,"10,300.70","11,534.41","13,224.47","11,863.27","13,011.72","10,616.07",
"",,,JAN - JUN,"12,333.17","10,670.55","13,366.22","10,361.48","10,700.33","11,367.23","139,349.62"
BELLFLOWER,MT,390000650,JUL - DEC,268.66,136.78,530.21,89.95,58.95,547.97,
"",,,JAN - JUN,90.00,212.08,832.01,337.09,314.14,325.44,"3,743.28"
BELLMONT,MT,390000690,JUL - DEC,180.86,446.84,509.14,"1,016.38",293.62,175.23,
"",,,JAN - JUN,"1,044.34",483.38,743.86,151.57,85.96,153.19,"5,284.37"
BELLWOOD,HMR,390000700,JUL - DEC,"81,949.55","90,484.15","100,112.75","87,769.00","85,402.60","82,579.44",
"",,,JAN - JUN,"86,729.24","90,485.98","75,506.09","81,242.88","67,913.17","89,303.02","1,019,477.87"
BELLWOOD,MT,390000700,JUL - DEC,"63,244.52","72,297.84","78,774.00","72,311.38","67,440.94","68,134.96",
"",,,JAN - JUN,"67,945.57","72,991.25","63,281.43","76,891.78","56,685.87","70,432.41","830,431.95"
BELLWOOD,MTART,390000700,JUL - DEC,35.43,38.34,35.43,37.02,41.73,38.38,
"",,,JAN - JUN,36.41,37.40,36.41,37.40,35.43,35.44,444.82
BELVIDERE,MT,390000710,JUL - DEC,"294,445.27","310,188.44","337,782.20","320,987.48","322,558.89","308,879.93",
"",,,JAN - JUN,"296,556.10","294,681.34","342,071.37","257,780.37","274,606.07","318,408.64","3,678,946.10"
BELVIDERE,MTART,390000710,JUL - DEC,385.72,427.98,377.86,386.72,330.63,388.68,
"",,,JAN - JUN,446.72,409.20,356.20,422.08,354.24,437.88,"4,723.91"
Local GovernmentTaxVendor #FY Total,,,,,,,,,,
BEMENT,MT,390000720,JUL - DEC,"4,657.30","5,636.96","4,837.86","4,657.17","4,702.14","4,118.16",
"",,,JAN - JUN,"5,172.32","3,494.24","5,474.13","3,419.93","3,602.33","4,470.85","54,243.39"
BENLD,MT,390000730,JUL - DEC,"2,691.03","3,268.58","3,500.32","4,523.16","2,761.44","2,593.31",
"",,,JAN - JUN,"2,820.37","2,255.88","3,170.28","3,594.19","2,971.79","1,506.32","35,656.67"
BENSENVILLE,MT,390000740,JUL - DEC,"366,491.13","407,067.99","409,336.23","393,488.16","407,657.12","387,915.99",
"",,,JAN - JUN,"396,433.25","388,783.29","385,749.72","328,515.83","347,484.29","414,546.01","4,633,469.01"
BENSENVILLE,MTART,390000740,JUL - DEC,545.14,655.28,612.05,735.45,467.33,473.31,
"",,,JAN - JUN,477.24,417.22,519.56,451.66,485.12,446.97,"6,286.33"
